Farm_ID,State,District,Crop,Season,Farm_Area_Hectares,Rainfall_mm,Avg_Temperature_C,Humidity_pct,Sunlight_Hours_Day,Soil_pH,Soil_Moisture_pct,Nitrogen_kg_ha,Phosphorus_kg_ha,Potassium_kg_ha,Irrigation_Method,Fertilizer_kg_ha,Pesticide_Litre_ha,Seed_Quality_Score,Yield_Tonnes_Ha,Production_Tonnes,Market_Price_INR_Tonne,Total_Cost_INR,Revenue_INR,Profit_INR,Water_Used_m3,Water_Efficiency_t_per_1000m3,Disease_Pest_Risk_pct,Rel_Yield,Profit_per_Ha,Revenue_per_Ha,Cost_per_Ha,Water_per_Ha,Is_Profitable,Breakeven_Yield,Yield_vs_Breakeven
SF10807,Punjab,Warangal,Cotton,Kharif,13.6,1089.2,28.4,68.1,6.5,5.72,27.9,124.9,56.2,126.1,Rainfed,178.7,4.71,0.98,0.54,7.34,66446,923897,487714,-436183,5773,1.271,55.2,0.435483870967742,-32072.279411764706,35861.32352941176,67933.60294117648,424.4852941176471,False,1.0223881488904747,0.528175136405898
SF10808,Maharashtra,Nalgonda,Pulses,Zaid,13.8,279.45000000000005,33.6,55.1,7.4,6.98,16.9,141.8,55.6,90.0,Flood,107.4,1.76,0.8,0.79,10.9,73846,859614,804921,-54693,4785,2.278,44.8,0.8404255319148937,-3963.260869565217,58327.60869565217,62290.869565217385,346.73913043478257,False,0.8435239493705466,0.9365472083981882
SF10809,Madhya Pradesh,Warangal,Groundnut,Rabi,1.53,165.3,18.4,62.5,6.6,8.4,26.9,69.6,75.1,101.1,Drip,177.3,4.63,1.0,0.3,0.46,60140,106635,27664,-78971,632,0.728,32.9,0.2142857142857143,-51615.032679738564,18081.04575163399,69696.07843137255,413.0718954248366,False,1.1588972136909304,0.25886678857785905
SF10810,Maharashtra,Nashik,Groundnut,Kharif,2.85,786.0,27.8,65.1,7.4,6.61,33.4,144.3,59.4,51.8,Flood,158.8,3.52,0.8,2.85,8.12,57112,181820,463749,281929,2124,3.823,41.4,2.035714285714286,98922.45614035087,162718.94736842104,63796.491228070176,745.2631578947368,True,1.117041799062722,2.5513816961830384
SF10811,Gujarat,Rajkot,Sugarcane,Rabi,10.08,519.0,21.8,61.7,7.3,6.59,20.0,93.2,68.1,88.1,Drip,276.9,4.88,0.78,68.48,690.28,3987,773241,2752146,1978905,17112,40.339,49.0,1.425775556943577,196319.94047619047,273030.35714285716,76710.41666666667,1697.6190476190477,True,19.24013460413009,3.559226658700198
SF10812,Telangana,Nashik,Sugarcane,Kharif,8.4,741.3,26.6,67.7,9.0,6.83,36.9,155.1,59.4,90.0,Flood,189.6,5.36,0.93,83.78,703.75,3993,511331,2810074,2298743,21051,33.431,54.8,1.7443264626275246,273659.88095238095,334532.61904761905,60872.73809523809,2506.0714285714284,True,15.244863034119232,5.495621693188952
SF10813,Gujarat,Rajkot,Wheat,Zaid,8.38,458.1,31.9,50.9,5.4,5.98,20.7,80.0,94.4,91.6,Sprinkler,270.5,5.4,0.8,1.23,10.31,22238,512673,229274,-283399,4439,2.323,34.0,0.5553047404063206,-33818.496420047726,27359.665871121717,61178.16229116944,529.7136038186158,False,2.7510640476288084,0.44709973257807617
SF10814,Telangana,Nalgonda,Wheat,Zaid,11.87,161.3,34.0,47.8,8.1,5.88,18.4,78.6,69.7,55.8,Flood,171.8,7.75,0.88,0.72,8.55,26354,896401,225327,-671074,8185,1.045,31.1,0.32505643340857787,-56535.29907329402,18982.89806234204,75518.19713563606,689.5534962089301,False,2.865530740518937,0.2512623542365526
SF10815,Punjab,Warangal,Sugarcane,Zaid,1.91,117.1,29.6,31.3,7.4,6.46,13.3,89.7,49.1,141.2,Drip,182.9,4.21,0.81,45.79,87.46,3325,137170,290804,153634,3430,25.499,43.5,0.9533624817822194,80436.64921465969,152253.40314136125,71816.75392670157,1795.8115183246075,True,21.599023737353853,2.120003225924036
SF10816,Gujarat,Krishna,Rice,Kharif,1.43,721.1,29.1,75.4,7.6,7.9,33.6,118.5,79.4,137.1,Rainfed,186.2,6.01,0.82,0.77,1.1,18816,96126,20698,-75428,1141,0.964,45.3,0.31300813008130085,-52746.85314685315,14474.125874125875,67220.97902097902,797.9020979020979,False,3.5725435279006708,0.2155327133137757
SF10817,Karnataka,Indore,Wheat,Kharif,3.92,862.2,29.6,73.7,6.5,6.51,35.3,144.9,101.7,105.8,Drip,95.1,6.82,0.65,3.79,14.86,24366,249439,362079,112640,2227,6.673,47.8,1.7110609480812642,28734.69387755102,92367.09183673469,63632.397959183676,568.1122448979592,True,2.6115241713528556,1.451259782151147
SF10818,Maharashtra,Ludhiana,Pulses,Rabi,13.37,429.8,22.2,56.3,7.1,5.75,26.7,164.0,33.1,110.9,Sprinkler,127.3,2.48,0.99,0.41,5.48,82190,736484,450401,-286083,4134,1.326,48.5,0.43617021276595747,-21397.38219895288,33687.43455497382,55084.8167539267,309.1997008227375,False,0.6702131251238193,0.6117457039121013
SF10819,Punjab,Indore,Cotton,Kharif,9.96,1020.6,28.3,68.2,7.4,5.47,32.7,117.2,59.9,81.1,Drip,154.8,4.82,0.71,0.3,2.99,69393,654408,207485,-446923,5864,0.51,65.6,0.24193548387096772,-44871.787148594376,20831.827309236945,65703.61445783133,588.7550200803213,False,0.946833462421733,0.3168455825723402
SF10820,Telangana,Raichur,Maize,Rabi,5.34,385.1,22.8,52.4,7.5,6.74,21.4,119.2,69.0,98.4,Drip,147.8,3.06,0.66,3.97,21.2,24945,335209,528834,193625,2781,7.623,36.4,1.392982456140351,36259.36329588015,99032.58426966293,62773.22097378277,520.7865168539327,True,2.5164650620879043,1.5776098225286315
SF10821,Andhra Pradesh,Rajkot,Rice,Zaid,13.97,202.2,33.4,42.8,6.6,7.4,19.6,64.5,40.2,68.4,Drip,204.1,4.1,0.83,1.24,17.32,21030,1182942,364240,-818702,16376,1.058,29.0,0.5040650406504065,-58604.294917680745,26073.013600572656,84677.3085182534,1172.2261989978524,False,4.026500642808055,0.3079597173825936
SF10822,Madhya Pradesh,Erode,Wheat,Kharif,11.03,1094.2,23.8,54.4,6.9,7.17,32.0,120.1,81.3,111.7,Flood,146.3,4.23,0.94,2.3,25.37,26114,641921,662512,20591,8261,3.071,60.0,1.0383747178329572,1866.8177697189485,60064.55122393473,58197.73345421578,748.9573889392566,True,2.2286027975115177,1.0320367553016647
SF10823,Maharashtra,Guntur,Wheat,Kharif,6.7,538.5,26.4,55.0,5.1,5.76,29.8,145.3,49.7,58.0,Flood,236.8,0.5,0.71,1.08,7.24,23889,489364,172956,-316408,5255,1.378,63.1,0.4875846501128669,-47225.07462686567,25814.328358208953,73039.40298507463,784.3283582089553,False,3.057449160076798,0.35323563645875056
SF10824,Gujarat,Warangal,Pulses,Kharif,13.97,741.2,26.0,67.0,4.5,6.79,37.2,118.9,79.3,113.0,Flood,313.1,7.12,0.98,1.76,24.59,67197,1023933,1652374,628441,6530,3.766,43.5,1.872340425531915,44985.03937007874,118280.17179670722,73295.13242662848,467.4302075876879,True,1.0907500695957926,1.6135685424729942
SF10825,Gujarat,Erode,Pulses,Rabi,7.03,563.6,24.1,58.3,7.0,6.93,15.4,87.9,52.4,98.1,Flood,40.0,7.35,0.86,1.15,8.08,73579,416192,594518,178326,3636,2.222,36.5,1.2234042553191489,25366.429587482216,84568.7055476529,59202.27596017069,517.2119487908961,True,0.804608325203804,1.429266841986391
SF10826,Tamil Nadu,Krishna,Cotton,Rabi,3.08,615.4,23.5,52.9,7.9,7.18,24.2,97.2,48.3,64.9,Sprinkler,206.2,6.07,0.91,1.17,3.6,65597,209137,236149,27012,1942,1.854,34.5,0.9435483870967741,8770.12987012987,76671.75324675324,67901.62337662338,630.5194805194805,True,1.0351330606067866,1.1302894714947618
SF10827,Tamil Nadu,Warangal,Cotton,Rabi,13.01,520.0,18.3,57.0,6.3,6.52,22.4,103.9,51.2,96.1,Sprinkler,235.7,6.47,0.75,1.57,20.43,71170,947744,1454003,506259,10810,1.89,31.3,1.2661290322580645,38913.0668716372,111760.41506533435,72847.34819369715,830.8993082244427,True,1.0235681915652262,1.533849930994024
SF10828,Tamil Nadu,Erode,Rice,Kharif,4.11,831.5,33.7,72.4,6.6,5.52,31.0,85.7,57.2,87.0,Sprinkler,131.3,7.11,0.91,0.64,2.63,19944,255678,52453,-203225,6711,0.392,42.3,0.2601626016260163,-49446.472019464716,12762.28710462287,62208.759124087584,1632.846715328467,False,3.119171636787384,0.20518268134137474
SF10829,Tamil Nadu,Nashik,Maize,Rabi,12.66,415.3,21.9,47.5,8.3,6.66,24.2,144.0,49.7,150.3,Sprinkler,239.7,4.38,0.82,3.12,39.5,20096,834712,793792,-40920,7981,4.949,38.8,1.0947368421052632,-3232.2274881516587,62700.78988941548,65933.01737756714,630.4107424960506,False,3.2809025367021865,0.950957843184236
SF10830,Tamil Nadu,Nalgonda,Sugarcane,Rabi,4.02,290.4,27.1,65.4,5.6,7.37,25.9,165.5,79.5,62.0,Flood,173.7,6.97,0.92,42.05,169.04,3533,253708,597218,343510,7051,23.974,44.2,0.8754944826150322,85450.24875621892,148561.69154228858,63111.44278606966,1753.9800995024877,True,17.86341431816294,2.3539732803064934
SF10831,Andhra Pradesh,Nashik,Rice,Rabi,2.01,701.4,26.5,60.0,6.4,6.17,22.5,157.9,35.1,85.1,Sprinkler,191.1,2.12,0.89,3.39,6.81,21958,111877,149534,37657,2995,2.274,56.6,1.378048780487805,18734.825870646768,74395.0248756219,55660.19900497513,1490.0497512437812,True,2.5348483015290615,1.337358136167398
SF10832,Tamil Nadu,Nashik,Rice,Kharif,1.33,470.1,28.7,81.4,5.2,6.86,35.5,94.6,69.6,77.6,Sprinkler,205.7,3.06,0.78,4.16,5.53,22815,93904,126167,32263,2031,2.723,53.0,1.6910569105691058,24257.894736842103,94862.40601503759,70604.51127819548,1527.0676691729323,True,3.0946531351389646,1.3442540466859774
SF10833,Andhra Pradesh,Ludhiana,Cotton,Zaid,4.15,80.0,32.1,52.6,6.4,6.34,21.2,111.5,75.0,121.2,Sprinkler,161.8,6.47,0.93,1.12,4.65,68505,272535,318548,46013,2973,1.564,35.3,0.903225806451613,11087.469879518072,76758.55421686746,65671.0843373494,716.3855421686746,True,0.9586319879913787,1.1683315537453907
SF10834,Punjab,Ludhiana,Cotton,Rabi,10.79,371.3,25.0,73.8,6.2,7.16,27.9,86.3,69.5,49.6,Rainfed,145.0,2.74,0.8,1.06,11.44,59901,671348,685267,13919,4504,2.54,61.1,0.8548387096774194,1289.990732159407,63509.45319740501,62219.462465245604,417.4235403151066,True,1.0387049041793226,1.0205015839773113
SF10835,Gujarat,Erode,Chilli,Rabi,13.89,430.3,25.3,49.8,6.8,6.65,24.6,128.9,58.9,101.9,Rainfed,67.1,0.87,0.78,2.29,31.81,96614,604996,3073291,2468295,4855,6.552,52.5,1.472668810289389,177703.02375809936,221259.2512598992,43556.227501799855,349.53203743700504,True,0.45082728695427016,5.079550564631832
SF10836,Andhra Pradesh,Nalgonda,Wheat,Kharif,3.9,921.8,30.5,77.2,6.8,7.5,34.9,88.9,44.9,96.5,Sprinkler,130.5,3.42,0.7,1.31,5.11,25087,255824,128195,-127629,1903,2.685,66.5,0.5914221218961626,-32725.384615384617,32870.51282051282,65595.89743589744,487.94871794871796,False,2.614736614019111,0.5010064849271374
SF10837,Maharashtra,Nashik,Pulses,Kharif,7.97,655.4,27.0,64.4,6.3,6.35,28.2,166.4,49.5,117.0,Sprinkler,147.8,8.76,0.72,1.57,12.51,77033,522380,963683,441303,2980,4.198,33.8,1.670212765957447,55370.514429109164,120913.8017565872,65543.28732747804,373.9021329987453,True,0.8508468750727356,1.845220386883112
SF10838,Punjab,Warangal,Cotton,Rabi,12.12,625.8,26.7,66.6,4.4,6.54,20.2,182.1,65.8,93.3,Flood,253.6,5.3,0.69,2.22,26.91,68605,820543,1846161,1025618,14237,1.89,43.8,1.7903225806451615,84621.94719471948,152323.51485148515,67701.56765676568,1174.6699669966997,True,0.986831392125438,2.249624421876733
SF10839,Gujarat,Erode,Maize,Zaid,10.61,80.0,28.6,58.3,8.5,5.28,16.3,117.7,32.7,144.4,Drip,138.3,6.0,0.92,0.3,3.18,24726,590380,78629,-511751,5131,0.62,37.2,0.10526315789473684,-48232.893496701225,7410.838831291235,55643.73232799246,483.60037700282754,False,2.2504138286820536,0.1333088146617433
SF10840,Gujarat,Guntur,Rice,Kharif,3.24,747.4,27.3,72.2,5.8,5.49,32.4,104.3,70.1,149.9,Rainfed,157.3,5.36,0.84,0.72,2.33,23639,219512,55079,-164433,2488,0.936,59.7,0.2926829268292683,-50750.92592592592,16999.69135802469,67750.61728395062,767.9012345679012,False,2.866052594608512,0.2512166041036481
SF10841,Madhya Pradesh,Raichur,Rice,Kharif,3.62,868.4,28.4,69.8,7.0,7.82,36.8,116.4,86.5,39.8,Rainfed,79.4,7.67,0.98,0.86,3.11,23527,181678,73169,-108509,2706,1.149,56.8,0.34959349593495936,-29974.861878453037,20212.43093922652,50187.292817679554,747.5138121546961,False,2.1331785955574256,0.4031542421206751
SF10842,Madhya Pradesh,Indore,Groundnut,Rabi,6.5,881.3,23.6,47.4,7.4,6.96,32.5,99.8,60.3,109.6,Flood,231.4,3.88,0.77,1.78,11.57,63956,445428,739971,294543,4350,2.66,45.5,1.2714285714285716,45314.307692307695,113841.69230769231,68527.38461538461,669.2307692307693,True,1.0714770250701202,1.6612582055910272
SF10843,Gujarat,Ludhiana,Chilli,Kharif,6.41,859.5,34.0,75.5,5.7,7.65,26.6,88.4,50.6,103.8,Drip,155.5,3.97,0.93,0.8,5.13,119930,355101,615241,260140,3512,1.461,56.9,0.5144694533762058,40583.46333853354,95981.4352574103,55397.971918876756,547.8939157566302,True,0.46191921886831283,1.7319045567317468
SF10844,Andhra Pradesh,Indore,Maize,Kharif,10.27,940.4,31.7,82.5,7.1,6.21,41.9,137.9,51.5,156.6,Drip,152.3,5.46,0.99,3.16,32.45,19804,655673,642640,-13033,5634,5.76,54.7,1.1087719298245615,-1269.0360272638754,62574.488802336906,63843.524829600785,548.5881207400195,False,3.223769179438537,0.9802190616359069
SF10845,Gujarat,Ludhiana,Groundnut,Rabi,9.81,428.1,20.7,63.7,6.9,6.87,17.1,162.5,99.6,85.9,Rainfed,193.8,3.41,0.74,1.38,13.54,52893,738513,716171,-22342,2956,4.581,39.0,0.9857142857142857,-2277.471967380224,73004.17940876656,75281.65137614678,301.32517838939856,False,1.4232819347767527,0.9695900483810035
SF10846,Telangana,Raichur,Cotton,Kharif,1.58,731.0,26.3,70.6,7.8,7.8,23.3,165.6,37.6,106.9,Flood,198.5,2.23,0.67,0.41,0.65,69255,108087,45016,-63071,1494,0.435,64.6,0.33064516129032256,-39918.354430379746,28491.139240506327,68409.49367088608,945.5696202531645,False,0.9877914038103541,0.4150673901579283
SF10847,Karnataka,Nashik,Maize,Kharif,9.52,743.1,29.0,78.0,7.5,6.09,39.7,157.3,67.6,36.5,Flood,164.7,2.26,0.69,3.31,31.51,19565,752324,616493,-135831,7213,4.369,69.5,1.1614035087719299,-14267.96218487395,64757.66806722689,79025.63025210085,757.6680672268908,False,4.039132647692351,0.8194828664245724
SF10848,Punjab,Erode,Pulses,Zaid,3.51,80.0,28.0,50.6,9.7,6.51,29.5,152.6,69.9,59.7,Flood,163.2,6.56,0.86,0.99,3.47,65187,262644,226199,-36445,1524,2.277,31.4,1.0531914893617023,-10383.190883190884,64444.15954415955,74827.35042735044,434.18803418803424,False,1.1478876221846448,0.8624537636496549
SF10849,Andhra Pradesh,Nashik,Rice,Zaid,12.31,172.6,30.8,52.8,8.2,6.49,16.5,96.5,69.0,148.2,Rainfed,151.2,8.52,0.69,2.1,25.85,22141,748138,572345,-175793,9952,2.597,28.2,0.853658536585366,-14280.50365556458,46494.313566206336,60774.817221770914,808.4484159220145,False,2.7448993822217114,0.7650553654539671
SF10850,Tamil Nadu,Indore,Maize,Rabi,2.67,243.5,20.7,50.5,7.1,5.94,20.6,170.5,37.4,103.5,Sprinkler,117.1,2.84,0.68,1.58,4.22,23835,181583,100584,-80999,1354,3.117,40.5,0.5543859649122808,-30336.704119850187,37671.910112359554,68008.61423220974,507.11610486891385,False,2.85330875738241,0.5537430871832716
SF10851,Telangana,Indore,Maize,Rabi,5.08,699.0,23.4,45.4,8.3,6.72,26.1,140.8,76.9,80.6,Rainfed,150.7,2.78,0.78,3.85,19.56,19273,229698,376980,147282,1309,14.943,51.7,1.3508771929824561,28992.51968503937,74208.66141732283,45216.14173228346,257.6771653543307,True,2.34608736223128,1.6410301090997748
SF10852,Andhra Pradesh,Rajkot,Pulses,Rabi,8.79,297.5,27.7,67.9,8.8,6.55,24.5,127.8,22.3,62.6,Drip,180.6,3.81,0.71,1.09,9.58,74180,449112,710644,261532,3214,2.981,49.4,1.1595744680851066,29753.356086461892,80846.87144482367,51093.51535836178,365.64277588168375,True,0.6887775055050118,1.5825139341634158
SF10853,Madhya Pradesh,Warangal,Pulses,Kharif,8.89,841.9,31.6,65.5,7.1,7.08,37.0,158.3,80.6,93.3,Flood,155.5,5.84,0.73,1.41,12.53,64746,671677,811267,139590,4299,2.915,40.5,1.5,15701.912260967378,91256.13048368953,75554.21822272215,483.57705286839143,True,1.1669326015927184,1.2082960044783433
SF10854,Andhra Pradesh,Guntur,Maize,Rabi,2.8,551.0,22.9,74.5,9.0,6.93,25.4,114.6,70.5,124.0,Sprinkler,85.3,2.96,0.67,4.34,12.15,21571,201474,262088,60614,1358,8.947,50.2,1.5228070175438595,21647.857142857145,93602.85714285714,71955.0,485.00000000000006,True,3.3357285244077697,1.3010651101382809
SF10855,Karnataka,Nalgonda,Wheat,Rabi,5.06,340.3,22.8,50.0,7.1,5.81,32.1,128.5,72.2,92.7,Flood,145.3,4.65,0.76,1.04,5.26,23052,328216,121254,-206962,4096,1.284,38.7,0.4695259593679459,-40901.581027667984,23963.241106719368,64864.82213438736,809.4861660079052,False,2.813847914904883,0.3696006434786847
SF10856,Maharashtra,Raichur,Rice,Kharif,8.0,701.6,29.6,84.9,6.4,7.61,29.4,125.3,80.5,66.1,Drip,209.9,10.45,0.66,1.64,13.12,23481,611585,308071,-303514,12046,1.089,54.7,0.6666666666666666,-37939.25,38508.875,76448.125,1505.75,False,3.2557440057919167,0.5037251077119288
SF10857,Andhra Pradesh,Ludhiana,Wheat,Rabi,3.36,421.9,23.9,69.5,9.0,7.76,21.9,82.6,77.8,122.9,Drip,244.0,2.56,0.94,0.77,2.59,25834,222224,66910,-155314,1521,1.703,64.2,0.34762979683972917,-46224.40476190476,19913.690476190477,66138.09523809524,452.67857142857144,False,2.560118264229126,0.30076735546115635
SF10858,Punjab,Ludhiana,Rice,Rabi,12.15,547.8,23.1,67.5,7.4,6.07,23.6,114.3,74.8,71.0,Flood,298.4,4.38,0.88,2.31,28.07,18259,911031,512530,-398501,22946,1.223,33.9,0.9390243902439025,-32798.43621399177,42183.5390946502,74981.97530864197,1888.559670781893,False,4.106576225896378,0.5625123881624227
SF10859,Madhya Pradesh,Rajkot,Maize,Kharif,3.23,1051.0,29.9,69.3,5.7,6.31,27.9,151.1,15.0,109.1,Rainfed,138.9,6.79,0.74,2.5,8.07,19443,218238,156905,-61333,945,8.54,54.1,0.8771929824561403,-18988.544891640868,48577.399380804956,67565.94427244582,292.56965944272446,False,3.4750781398161714,0.7194082836169686
SF10860,Punjab,Rajkot,Rice,Rabi,8.42,280.8,24.0,57.0,6.8,7.65,19.0,146.2,42.6,108.2,Drip,111.7,5.92,0.84,0.99,8.34,20053,534354,167242,-367112,10849,0.769,31.0,0.4024390243902439,-43600.0,19862.470308788597,63462.4703087886,1288.479809976247,False,3.164736962488835,0.3128222066270674
SF10861,Telangana,Raichur,Sugarcane,Rabi,0.88,199.0,28.2,47.9,6.9,7.58,34.1,117.3,81.5,178.1,Rainfed,237.0,5.36,0.98,22.34,19.66,3964,58378,77932,19554,752,26.144,31.7,0.4651259629398293,22220.454545454544,88559.09090909091,66338.63636363637,854.5454545454545,True,16.735276580130265,1.3349047380862653
SF10862,Andhra Pradesh,Krishna,Rice,Kharif,5.45,1112.7,29.4,64.6,8.5,6.96,41.6,115.9,54.2,75.1,Flood,240.0,7.8,0.93,2.82,15.37,25048,416299,384988,-31311,11531,1.333,53.1,1.146341463414634,-5745.137614678899,70640.0,76385.1376146789,2115.7798165137615,False,3.049550367880825,0.9247264874525281
SF10863,Maharashtra,Raichur,Sugarcane,Rabi,12.28,383.8,26.2,65.2,5.8,6.48,22.8,106.3,72.7,68.1,Drip,267.5,2.34,0.76,77.4,950.47,3464,944405,3292428,2348023,18766,50.649,45.6,1.6114928169893816,191207.08469055375,268113.02931596094,76905.94462540717,1528.1758957654724,True,22.20148516899745,3.486253257871358
SF10864,Andhra Pradesh,Indore,Groundnut,Rabi,7.97,351.5,23.9,37.4,6.1,6.48,18.2,175.1,45.2,168.0,Drip,137.8,3.67,0.99,1.84,14.66,52436,452540,768712,316172,3259,4.498,45.8,1.3142857142857145,39670.2634880803,96450.69008782937,56780.42659974906,408.9084065244668,True,1.082851983365418,1.699216539532417
SF10865,Telangana,Rajkot,Wheat,Rabi,1.72,80.0,21.2,51.5,6.9,6.96,20.4,151.0,60.5,110.2,Rainfed,190.3,3.04,0.66,1.7,2.92,23860,107339,69671,-37668,494,5.911,46.8,0.7674943566591422,-21900.0,40506.39534883721,62406.39534883721,287.2093023255814,False,2.615523694418995,0.649965436607384
SF10866,Madhya Pradesh,Guntur,Groundnut,Rabi,4.25,569.5,25.1,48.5,6.1,6.7,30.3,124.1,74.6,107.4,Flood,183.4,2.76,0.69,2.34,9.94,53435,318286,531144,212858,2578,3.856,48.6,1.6714285714285715,50084.23529411765,124975.05882352941,74890.82352941176,606.5882352941177,True,1.4015312721888604,1.6696024173227852
SF10867,Andhra Pradesh,Indore,Maize,Rabi,1.12,448.2,22.7,57.3,7.9,6.0,19.8,185.7,78.8,141.3,Rainfed,114.0,6.37,0.88,2.1,2.35,23281,55699,54710,-989,344,6.831,39.6,0.7368421052631579,-883.0357142857142,48848.21428571428,49731.24999999999,307.1428571428571,False,2.1361303208625055,0.9830860877215033
SF10868,Punjab,Ludhiana,Pulses,Kharif,8.92,804.3,27.7,73.4,7.4,6.45,33.1,194.7,80.5,98.0,Drip,82.8,5.18,0.93,2.09,18.64,73484,544830,1369742,824912,3303,5.643,52.0,2.223404255319149,92478.92376681615,153558.5201793722,61079.59641255606,370.2914798206278,True,0.8311958577725227,2.5144494891984652
SF10869,Andhra Pradesh,Rajkot,Rice,Kharif,9.0,712.2,30.5,83.1,6.2,5.88,35.5,150.9,52.1,107.2,Sprinkler,172.0,3.01,0.83,1.98,17.82,22236,610472,396246,-214226,15194,1.173,64.4,0.8048780487804879,-23802.88888888889,44027.333333333336,67830.22222222222,1688.2222222222222,False,3.050468709400172,0.6490805802723139
SF10870,Madhya Pradesh,Rajkot,Cotton,Kharif,2.72,998.7,29.4,55.3,7.0,7.4,39.2,103.0,81.1,72.3,Flood,208.2,5.63,0.77,0.84,2.28,73394,202151,167338,-34813,2893,0.788,46.8,0.6774193548387096,-12798.897058823528,61521.32352941176,74320.22058823529,1063.6029411764705,False,1.0126198406986304,0.8295314453057369
SF10871,Punjab,Nalgonda,Maize,Kharif,11.03,752.3,25.8,80.7,7.8,6.24,21.6,164.3,29.3,117.9,Rainfed,243.9,5.4,0.71,3.72,41.03,22154,768506,908979,140473,3729,11.003,54.0,1.305263157894737,12735.539437896647,82409.70081595649,69674.16137805984,338.07796917497734,True,3.1449923886458357,1.1828327513383108
SF10872,Madhya Pradesh,Ludhiana,Groundnut,Kharif,13.02,1021.5,27.5,62.1,5.8,6.39,23.4,88.6,30.3,110.3,Rainfed,209.1,6.36,0.8,1.51,19.66,55580,874345,1092703,218358,3894,5.049,35.2,1.0785714285714287,16770.967741935485,83924.96159754225,67153.99385560676,299.0783410138249,True,1.2082402636849003,1.2497514322149723
SF10873,Tamil Nadu,Ludhiana,Pulses,Kharif,10.43,424.1,23.6,69.4,8.1,7.29,28.2,143.1,67.8,104.1,Drip,182.7,4.97,0.98,0.92,9.6,85387,744500,819715,75215,2748,3.493,44.4,0.9787234042553192,7211.4093959731545,78592.04218600193,71380.63279002876,263.47075743048896,True,0.8359660462368833,1.1005231661517798
SF10874,Andhra Pradesh,Rajkot,Wheat,Kharif,12.51,514.4,29.9,54.2,7.2,7.06,28.5,94.0,48.3,120.5,Rainfed,239.4,4.78,0.91,2.35,29.4,26075,866219,766605,-99614,3453,8.514,42.7,1.0609480812641086,-7962.749800159872,61279.37649880096,69242.12629896084,276.01918465227817,False,2.655498611657175,0.8849562148833032
SF10875,Karnataka,Erode,Rice,Kharif,3.15,985.1,26.9,58.8,6.6,5.71,38.1,124.2,90.8,89.6,Flood,224.8,5.51,0.85,1.23,3.87,16937,226859,65546,-161313,5929,0.653,48.9,0.5,-51210.47619047619,20808.25396825397,72018.73015873016,1882.2222222222222,False,4.252153873692517,0.28926516690984266
SF10876,Karnataka,Nalgonda,Cotton,Rabi,7.03,421.6,18.8,54.1,9.4,6.51,27.9,103.8,56.1,78.4,Rainfed,203.5,5.93,0.87,1.09,7.66,62915,431326,481929,50603,2342,3.271,32.2,0.8790322580645162,7198.150782361308,68553.20056899004,61355.04978662873,333.14366998577526,True,0.9752054325141657,1.1177132157579186
SF10877,Telangana,Nalgonda,Groundnut,Rabi,5.22,431.8,24.9,48.6,8.4,7.09,31.1,83.8,58.6,123.0,Drip,180.0,6.34,0.97,1.55,8.09,54637,405155,442013,36858,2093,3.865,30.5,1.1071428571428572,7060.919540229886,84676.81992337166,77615.90038314176,400.9578544061303,True,1.4205739770328123,1.0911082598018043
SF10878,Madhya Pradesh,Nashik,Groundnut,Kharif,13.94,913.5,30.8,79.4,5.4,5.98,32.8,150.1,83.2,141.8,Rainfed,137.9,1.82,0.81,0.9,12.55,59330,586306,744592,158286,4479,2.802,63.7,0.6428571428571429,11354.806312769011,53414.06025824964,42059.25394548063,321.3055954088953,True,0.7089036565899315,1.2695660286608017
SF10879,Maharashtra,Nalgonda,Groundnut,Kharif,8.2,673.7,32.4,66.7,6.2,7.06,34.3,138.6,15.0,95.7,Drip,198.1,7.55,0.68,2.01,16.48,54733,603155,902000,298845,3249,5.072,49.2,1.4357142857142857,36444.512195121955,110000.00000000001,73555.48780487805,396.219512195122,True,1.343896512248151,1.4956508791272558
SF10880,Tamil Nadu,Erode,Rice,Zaid,13.34,219.3,34.9,50.4,7.1,5.94,21.7,114.7,70.9,73.8,Flood,195.5,5.64,0.86,0.97,12.94,25668,930433,332144,-598289,25118,0.515,28.1,0.3943089430894309,-44849.2503748126,24898.350824587706,69747.6011994003,1882.9085457271365,False,2.717297849439002,0.35697227677866106
SF10881,Karnataka,Nashik,Cotton,Zaid,6.34,233.1,33.4,60.0,8.0,6.11,15.5,114.8,47.0,111.2,Drip,112.3,5.25,0.66,0.76,4.82,67572,395592,325697,-69895,4836,0.997,35.2,0.6129032258064516,-11024.447949526813,51371.766561514196,62396.21451104101,762.7760252365931,False,0.9234033995003997,0.8230422374567736
SF10882,Maharashtra,Rajkot,Wheat,Rabi,5.83,533.2,25.3,48.8,9.8,7.04,19.1,118.8,47.4,164.9,Sprinkler,131.1,3.69,0.85,2.89,16.85,20211,356425,340555,-15870,2976,5.662,41.4,1.304740406320542,-2722.1269296740993,58414.23670668954,61136.36363636363,510.4631217838765,False,3.0249054295365707,0.9554017695167287
